idx,name,formula,polymorph,pubchem_cid,smiles,inchikey,cas_number,molecular_weight,pubchem_formula_match,mp_id,mp_space_group,mp_energy_above_hull_ev,density_g_cm3,density_source,xray_energy_ev,xray_sld_real,xray_sld_imag,neutron_sld_real,neutron_sld_imag,strong_neutron_absorber,ri_shelf,ri_book,ri_page_primary,axis_primary,process_condition_primary,n_633,k_633,flags,axis_2,n_633_axis2,k_633_axis2,ri_page_axis2,process_condition_axis2,density_citation_doi,density_citation_title,density_citation_authors,density_citation_journal,density_citation_year
217,Chromium,Cr,bcc,23976,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,7440-47-3,51.996,True,mp-90,Im-3m (#229),0.0,6.5987767940037,bulk_elemental_approximation,8048.0,51.353118494160505,5.235697017010984,2.7781007114904464,0.0006482219407813559,False,main,Cr,Sytchkova,,deposition:sputtered;thickness:12nm,4.261860647249191,4.718268770226537,"pubchem: 22 CAS numbers in PUG-View record, took first/primary (7440-47-3); density relabeled bulk_elemental_approximation: no RI.info page for Cr states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
218,Cesium,Cs,bcc,5354618,[Cs],TVFDJXOCXUVLDH-UHFFFAOYSA-N,7440-46-2,132.905452,True,mp-1,Im-3m (#229),0.019341450000002425,1.801930248493596,bulk_elemental_approximation,8048.0,12.500370413935316,1.8959019705498095,0.4425327005300509,0.0006584524171676749,False,main,Cs,Smith,,,0.2626558585344255,1.2306940788133716,"pubchem: 12 CAS numbers in PUG-View record, took first/primary (7440-46-2); density relabeled bulk_elemental_approximation: no RI.info page for Cs states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
219,Copper,Cu,fcc,23978,[Cu],RYGMFSIKBFXOCR-UHFFFAOYSA-N,7440-50-8,63.55,True,mp-30,Fm-3m (#225),0.0,9.218996060025667,bulk_elemental_approximation,8048.0,66.53476490269244,1.49601866257845,6.742967827840937,0.0009183715684943314,False,main,Cu,Hagemann,,,0.2486932515337423,3.412791411042945,"pubchem: 18 CAS numbers in PUG-View record, took first/primary (7440-50-8); density relabeled bulk_elemental_approximation: no RI.info page for Cu states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
220,Erbium,Er,hcp,23980,[Er],UYAHIZSMUZPPFV-UHFFFAOYSA-N,13550-53-3,167.26,True,mp-99,P6_3/mmc (#194),0.01244172166666857,9.066,experimental lattice params,8048.0,53.836428788500164,3.7712187265222723,2.648558656783455,0.01305681084549352,False,main,Er,Larruquert,,,,,"pubchem: 7 CAS numbers in PUG-View record, took first/primary (13550-53-3); density overridden from MP_DFT (9.0448 g/cm3) to experimental value (9.066 g/cm3): literature: Er film, density stated directly in RI.info's COMMENTS field.; [Larruquert] 633nm outside n range of main/Er/nk/Larruquert.yml",,,,,,10.1364/AO.50.002211,Transmittance and optical constants of erbium films in the 3.25-1580 eV spectral range,"Larruquert, J.I.; Frassetto, F.; Garcia-Cortes, S.; Vidal-Dasilva, M.; et al.",Applied Optics,2011.0
221,Europium,Eu,bcc,23981,[Eu],OGPBJKLSAFTDLK-UHFFFAOYSA-N,7440-53-1,151.964,True,mp-20071,Im-3m (#229),0.04143960500000077,5.25,experimental lattice params,8048.0,31.698110483577747,6.793425918839617,1.4895457649456936,0.25735068221681584,False,main,Eu,Fernandez-Perea,,,,,"pubchem: 8 CAS numbers in PUG-View record, took first/primary (7440-53-1); density overridden from MP_DFT (5.5844 g/cm3) to experimental value (5.25 g/cm3): literature: Eu film, density stated directly in RI.info's COMMENTS field.; [Fernandez-Perea] 633nm outside n range of main/Eu/nk/Fernandez-Perea.yml",,,,,,10.1063/1.2982391,Transmittance and optical constants of Eu films from 8.3 to 1400 eV,"Fernandez-Perea, M.; Vidal-Dasilva, M.; Aznarez, J.A.; et al.",Journal of Applied Physics,2008.0
222,Iron,Fe,bcc (alpha-Fe),23925,[Fe],XEEYBQQBJWHFJM-UHFFFAOYSA-N,7439-89-6,55.84,True,mp-13,Im-3m (#229),0.0,7.902858241785766,bulk_elemental_approximation,8048.0,59.69276563647524,7.706223623514902,8.05346188159194,0.0006066959295418004,False,main,Fe,Ordal,,,,,"pubchem: 27 CAS numbers in PUG-View record, took first/primary (7439-89-6); density relabeled bulk_elemental_approximation: no RI.info page for Fe states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Ordal] 633nm outside n range of main/Fe/nk/Ordal.yml",,,,,,,,,,
223,Germanium,Ge,diamond cubic,6326954,[Ge],GNPVGFCGXDBREM-UHFFFAOYSA-N,7440-56-4,72.63,True,mp-32,Fd-3m (#227),0.0,5.280205111627243,MP_DFT,8048.0,38.123432368779916,1.1345256211334735,3.583474638572848,0.0002678481488241624,False,main,Ge,Aspnes,,deposition:single_crystal,5.469858895705522,0.8144570552147239,"pubchem: 14 CAS numbers in PUG-View record, took first/primary (7440-56-4)",,,,,,,,,,
224,Hafnium,Hf,hcp,23986,[Hf],VBJZVLUMGGDVMO-UHFFFAOYSA-N,7440-58-6,178.49,True,mp-103,P6_3/mmc (#194),0.0,13.312731494192928,bulk_elemental_approximation,8048.0,83.36417889509801,6.681220498577991,3.490076424955196,0.013003041984223708,False,main,Hf,Windt,,,,,"pubchem: 14 CAS numbers in PUG-View record, took first/primary (7440-58-6); density relabeled bulk_elemental_approximation: no RI.info page for Hf states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Windt] 633nm outside n range of main/Hf/nk/Windt.yml",,,,,,,,,,
225,Holmium,Ho,hcp,23988,[Ho],KJZYNXUDTRRSPN-UHFFFAOYSA-N,7440-60-0,164.93033,True,mp-144,P6_3/mmc (#194),0.0,8.33,experimental lattice params,8048.0,43.900246558591235,3.435419205740475,2.567070672368282,0.005472426989118632,False,main,Ho,Fernandez-Perea,,,,,"pubchem: 7 CAS numbers in PUG-View record, took first/primary (7440-60-0); density overridden from MP_DFT (8.7319 g/cm3) to experimental value (8.33 g/cm3): literature: Ho film, density stated directly in RI.info's COMMENTS field.; [Fernandez-Perea] 633nm outside n range of main/Ho/nk/Fernandez-Perea.yml",,,,,,10.1063/1.3556451,Transmittance and optical constants of Ho films in the 3-1340 eV spectral range,"Fernandez-Perea, M.; Larruquert, J.I.; Aznarez, J.A.; et al.",Journal of Applied Physics,2011.0
226,Indium,In,face-centered tetragonal,5359967,[In],APFVFJFRJDLVQX-UHFFFAOYSA-N,7440-74-6,114.818,True,mp-1055994,I4/mmm (#139),0.004489730000003078,7.198801710050957,bulk_elemental_approximation,8048.0,52.28108251714803,5.273996826214763,1.5348349703278572,0.02034863236379486,False,main,In,Golovashkin-295K,,,0.8643000000000001,5.284,"pubchem: 18 CAS numbers in PUG-View record, took first/primary (7440-74-6); density relabeled bulk_elemental_approximation: no RI.info page for In states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
227,Iridium,Ir,fcc,23924,[Ir],GKOZUEZYRPOHIO-UHFFFAOYSA-N,7439-88-5,192.22,True,mp-101,Fm-3m (#225),0.0,22.304353644946936,bulk_elemental_approximation,8048.0,142.95917500020462,13.404142756262885,7.407209281350289,0.08258819927209145,False,main,Ir,Schmitt-ALD,,deposition:ALD,2.9318181818181817,5.503838383838383,"pubchem: 11 CAS numbers in PUG-View record, took first/primary (7439-88-5); density relabeled bulk_elemental_approximation: no RI.info page for Ir states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
228,Potassium,K,bcc,5462222,[K],ZLMJMSJWJFRBEC-UHFFFAOYSA-N,7440-09-7,39.0983,True,mp-58,Im-3m (#229),0.015213726250000725,0.8268645220441784,bulk_elemental_approximation,8048.0,6.968101701747415,0.3962032575515029,0.46740510370539395,7.43750032416678e-05,False,main,K,Althoff,,,,,"pubchem: 16 CAS numbers in PUG-View record, took first/primary (7440-09-7); density relabeled bulk_elemental_approximation: no RI.info page for K states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Althoff] 633nm outside n range of main/K/nk/Althoff.yml",,,,,,,,,,
229,Lithium,Li,bcc,3028194,[Li],WHXSMMKQMYFTQS-UHFFFAOYSA-N,7439-93-2,7.0,True,mp-135,Im-3m (#229),0.009650863333333426,0.566612617777099,bulk_elemental_approximation,8048.0,4.158135703542111,0.00046241202317662765,-0.9489317601507685,0.009639335745910709,True,main,Li,Rasigni,,,0.22047169811320755,2.9248113207547166,"pubchem: 16 CAS numbers in PUG-View record, took first/primary (7439-93-2); density relabeled bulk_elemental_approximation: no RI.info page for Li states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
230,Lutetium,Lu,hcp,23929,[Lu],OHSVLFRHMCKCQY-UHFFFAOYSA-N,7439-94-3,174.9667,True,mp-145,P6_3/mmc (#194),0.0007369333333357986,9.84,experimental lattice params,8048.0,61.30245048767118,4.797542889509317,2.4548846830913043,0.006982699411362641,False,main,Lu,Garcia-Cortes,,,2.2666301860630766,3.5475691824177176,"pubchem: 10 CAS numbers in PUG-View record, took first/primary (7439-94-3); density overridden from MP_DFT (9.9544 g/cm3) to experimental value (9.84 g/cm3): literature: Lu film, density stated directly in RI.info's COMMENTS field.",,,,,,10.1063/1.3481062,Transmittance and optical constants of Lu films in the 3-1800 eV spectral range,"Garcia-Cortes, S.; Rodriguez-de Marcos, L.; Larruquert, J.I.; et al.",Journal of Applied Physics,2010.0
231,Magnesium,Mg,hcp,5462224,[Mg],FYYHWMGAXLPEAU-UHFFFAOYSA-N,7439-95-4,24.305,True,mp-153,P6_3/mmc (#194),0.0,1.738,experimental lattice params,8048.0,14.77950013265696,0.2198445795125141,2.314640339219502,7.5444210037420705e-06,False,main,Mg,Vidal-Dasilva,,deposition:sputtered,,,"pubchem: 18 CAS numbers in PUG-View record, took first/primary (7439-95-4); density overridden from MP_DFT (1.8018 g/cm3) to experimental value (1.738 g/cm3): literature: Mg film, density stated directly in RI.info's COMMENTS field.; [Vidal-Dasilva] 633nm outside n range of main/Mg/nk/Vidal-Dasilva.yml",,,,,,10.1063/1.3481457,Optical constants of magnetron-sputtered magnesium films in the 25-1300 eV energy range,"Vidal-Dasilva, M.; Aquila, A.L.; Gullikson, E.M.; Salmassi, F.; Larruquert, J.I.",Journal of Applied Physics,2010.0
232,Manganese,Mn,alpha-Mn (complex cubic),23930,[Mn],PWHULOQIROXLJO-UHFFFAOYSA-N,7439-96-5,54.93804,True,mp-35,I-43m (#217),0.0,7.005220786623814,bulk_elemental_approximation,8048.0,52.930722596125584,6.129140242386611,-2.879591035299974,0.002840086078568013,False,main,Mn,Querry,,,2.3486499999999997,3.54,"pubchem: 24 CAS numbers in PUG-View record, took first/primary (7439-96-5); density relabeled bulk_elemental_approximation: no RI.info page for Mn states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
233,Molybdenum,Mo,bcc,23932,[Mo],ZOKXTWBITQBERF-UHFFFAOYSA-N,7439-98-7,95.95,True,mp-129,Im-3m (#229),0.0,10.02490866313136,bulk_elemental_approximation,8048.0,74.42329233831167,4.866656868472329,4.225054980428555,0.0004339286702881922,False,main,Mo,Querry,,,4.9588,3.7527,"pubchem: 25 CAS numbers in PUG-View record, took first/primary (7439-98-7); density relabeled bulk_elemental_approximation: no RI.info page for Mo states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
234,Sodium,Na,bcc,5360545,[Na],KEAYESYHFKHZAL-UHFFFAOYSA-N,7440-23-5,22.9897693,True,mp-127,Im-3m (#229),0.01577226999999981,1.0246367263907339,bulk_elemental_approximation,8048.0,8.423997081240916,0.09245684531399623,0.9743002926261597,3.9558734919106985e-05,False,main,Na,Althoff,,,,,"pubchem: 15 CAS numbers in PUG-View record, took first/primary (7440-23-5); density relabeled bulk_elemental_approximation: no RI.info page for Na states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Althoff] 633nm outside n range of main/Na/nk/Althoff.yml",,,,,,,,,,
235,Niobium,Nb,bcc,23936,[Nb],GUCVJGMIXFAOAE-UHFFFAOYSA-N,7440-03-1,92.90637,True,mp-75,Im-3m (#229),0.0,8.449671971791625,bulk_elemental_approximation,8048.0,63.150191404101626,3.843538568075127,3.863498208843474,0.00017515535407966741,False,main,Nb,Golovashkin-293K,,,2.2735,3.2824999999999998,"pubchem: 12 CAS numbers in PUG-View record, took first/primary (7440-03-1); density relabeled bulk_elemental_approximation: no RI.info page for Nb states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
236,Nickel,Ni,fcc,935,[Ni],PXHVJJICTQNCMI-UHFFFAOYSA-N,7440-02-0,58.693,True,mp-23,Fm-3m (#225),0.0,9.289219866096774,bulk_elemental_approximation,8048.0,67.15872079146222,1.4076791248057583,9.816984409107297,0.0011900563732327118,False,main,Ni,Ordal,,,,,"pubchem: 23 CAS numbers in PUG-View record, took first/primary (7440-02-0); density relabeled bulk_elemental_approximation: no RI.info page for Ni states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Ordal] 633nm outside n range of main/Ni/nk/Ordal.yml",,,,,,,,,,
237,Osmium,Os,hcp,23937,[Os],SYQBFIAQOQZEGI-UHFFFAOYSA-N,7440-04-2,190.2,True,mp-49,P6_3/mmc (#194),0.0,22.35969400314296,bulk_elemental_approximation,8048.0,142.34054253855473,12.823434313439922,7.573934203967649,0.0031494741629713805,False,main,Os,Nemoshkalenko-o,o-ray,,5.0612,1.9176,"pubchem: 10 CAS numbers in PUG-View record, took first/primary (7440-04-2); density relabeled bulk_elemental_approximation: no RI.info page for Os states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
238,Lead,Pb,fcc,5352425,[Pb],WABPQHHGFIMREM-UHFFFAOYSA-N,7439-92-1,207.0,True,mp-20483,Fm-3m (#225),0.0,11.079630631735755,bulk_elemental_approximation,8048.0,71.0275256057511,8.107918161265728,3.0277858620651132,1.5313090914056686e-05,False,main,Pb,Ordal,,,,,"pubchem: 25 CAS numbers in PUG-View record, took first/primary (7439-92-1); density relabeled bulk_elemental_approximation: no RI.info page for Pb states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Ordal] 633nm outside n range of main/Pb/nk/Ordal.yml",,,,,,,,,,
239,Palladium,Pd,fcc,23938,[Pd],KDLHZDBZIXYQEI-UHFFFAOYSA-N,7440-05-3,106.42,True,mp-2,Fm-3m (#225),0.0,11.759025238417777,bulk_elemental_approximation,8048.0,86.58238809763334,7.471923539595238,3.932660455272632,0.0012768161814208474,False,main,Pd,Werner,,,0.30030884259259266,5.252303055555555,"pubchem: 12 CAS numbers in PUG-View record, took first/primary (7440-05-3); density relabeled bulk_elemental_approximation: no RI.info page for Pd states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
240,Praseodymium,Pr,dhcp,23942,[Pr],PUDIUYLPXJFUGB-UHFFFAOYSA-N,7440-10-0,140.90766,True,mp-38,P6_3/mmc (#194),0.014565703333335733,6.773,experimental lattice params,8048.0,46.10461393745909,8.61748401354823,1.2852284935511045,0.0009257112304360764,False,main,Pr,Fernandez-Perea,,,,,"pubchem: 10 CAS numbers in PUG-View record, took first/primary (7440-10-0); density overridden from MP_DFT (6.4025 g/cm3) to experimental value (6.773 g/cm3): literature: Pr film, density stated directly in RI.info's COMMENTS field.; [Fernandez-Perea] 633nm outside n range of main/Pr/nk/Fernandez-Perea.yml",,,,,,10.1063/1.2939269,Transmittance and optical constants of Pr films in the 4-1600 eV spectral range,"Fernandez-Perea, M.; Vidal-Dasilva, M.; Aznarez, J.A.; et al.",Journal of Applied Physics,2008.0
241,Platinum,Pt,fcc,23939,[Pt],BASFCYQUMIYNBI-UHFFFAOYSA-N,7440-06-4,195.08,True,mp-126,Fm-3m (#225),0.0,21.134925773252462,bulk_elemental_approximation,8048.0,135.69791467565702,13.310486893584676,6.263271105797043,0.001868734137169469,False,main,Pt,Werner,,,0.46703694444444444,6.13100574074074,"pubchem: 18 CAS numbers in PUG-View record, took first/primary (7440-06-4); density relabeled bulk_elemental_approximation: no RI.info page for Pt states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
242,Rubidium,Rb,bcc,5357696,[Rb],IGLNJRXAVVLDKE-UHFFFAOYSA-N,7440-17-7,85.468,True,mp-70,Im-3m (#229),0.009212472500000013,1.5027866935216854,bulk_elemental_approximation,8048.0,10.909881695062163,0.47727850750158973,0.7496852667852618,1.1189472977602212e-05,False,main,Rb,Smith,,,0.10546223750965748,1.4908956461176928,"pubchem: 16 CAS numbers in PUG-View record, took first/primary (7440-17-7); density relabeled bulk_elemental_approximation: no RI.info page for Rb states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
243,Rhenium,Re,hcp,23947,[Re],WUAPFZMCVAUBPE-UHFFFAOYSA-N,7440-15-5,186.207,True,mp-1186901,P6_3/mmc (#194),0.0,20.87695199401128,bulk_elemental_approximation,8048.0,133.6747528525899,11.573206662478391,6.211690648787783,0.01684204222071215,False,main,Re,Windt,,,,,"pubchem: 11 CAS numbers in PUG-View record, took first/primary (7440-15-5); density relabeled bulk_elemental_approximation: no RI.info page for Re states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Windt] 633nm outside n range of main/Re/nk/Windt.yml",,,,,,,,,,
244,Rhodium,Rh,fcc,23948,[Rh],MHOVAHRLVXNVSD-UHFFFAOYSA-N,7440-16-6,102.9055,True,mp-74,Fm-3m (#225),0.0,12.397977691611958,bulk_elemental_approximation,8048.0,92.2492482694195,7.439524609260528,4.280704208391018,0.029215416817887082,False,main,Rh,Weaver,,,2.152048929663609,5.610152905198777,"pubchem: 14 CAS numbers in PUG-View record, took first/primary (7440-16-6); density relabeled bulk_elemental_approximation: no RI.info page for Rh states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.",,,,,,,,,,
245,Ruthenium,Ru,hcp,23950,[Ru],KJTLSVCANCCWHF-UHFFFAOYSA-N,7440-18-8,101.1,True,mp-33,P6_3/mmc (#194),0.0,12.384952667667424,bulk_elemental_approximation,8048.0,91.64912866605552,6.785490845974705,5.180361892350132,0.0005253433874143294,False,main,Ru,Windt,,,,,"pubchem: 10 CAS numbers in PUG-View record, took first/primary (7440-18-8); density relabeled bulk_elemental_approximation: no RI.info page for Ru states a measured film density, and the default dataset is not confirmed genuinely bulk/single-crystal -- MP's bulk-crystal DFT density is a stand-in, not a verified value.; [Windt] 633nm outside n range of main/Ru/nk/Windt.yml",,,,,,,,,,
246,Scandium,Sc,hcp,23952,[Sc],SIXSYDAISGFNSX-UHFFFAOYSA-N,7440-20-2,44.95591,True,mp-67,P6_3/mmc (#194),0.0,2.84,experimental lattice params,8048.0,22.902105637336582,1.7212340493793288,4.6032848381112625,0.002909346772999837,False,main,Sc,Larruquert,,,,,"pubchem: 10 CAS numbers in PUG-View record, took first/primary (7440-20-2); density overridden from MP_DFT (2.9846 g/cm3) to experimental value (2.84 g/cm3): literature: Sc film, density stated directly in RI.info's COMMENTS field.; [Larruquert] 633nm outside n range of main/Sc/nk/Larruquert.yml",,,,,,10.1364/AO.43.003271,Optical properties of scandium films in the far and the extreme ultraviolet,"Larruquert, J.I.; Aznarez, J.A.; Mendez, J.A.; Malvezzi, A.M.; Poletto, L.; Covini, S.",Applied Optics,2004.0
